id,date,city,state,fuel,price_inr_per_litre,Brent_Crude,USD_INR
50,2021-05-05,Mumbai,Maharashtra,petrol,96.83,69.71,73.81
52,2021-05-05,Chennai,Tamil Nadu,petrol,92.43,69.71,73.81
48,2021-05-05,Delhi,Delhi,petrol,90.4,69.71,73.81
49,2021-05-05,Delhi,Delhi,diesel,80.73,69.71,73.81
53,2021-05-05,Chennai,Tamil Nadu,diesel,85.75,69.71,73.81
51,2021-05-05,Mumbai,Maharashtra,diesel,87.81,69.71,73.81
71,2021-05-06,Lucknow,Uttar Pradesh,diesel,80.94,68.62,73.64
70,2021-05-06,Lucknow,Uttar Pradesh,petrol,88.56,68.62,73.64
69,2021-05-06,Bengaluru,Karnataka,diesel,85.6,68.62,73.64
67,2021-05-06,Kolkata,West Bengal,diesel,83.61,68.62,73.64
65,2021-05-06,Chennai,Tamil Nadu,diesel,85.75,68.62,73.64
68,2021-05-06,Bengaluru,Karnataka,petrol,93.43,68.62,73.64
63,2021-05-06,Mumbai,Maharashtra,diesel,87.81,68.62,73.64
62,2021-05-06,Mumbai,Maharashtra,petrol,96.83,68.62,73.64
61,2021-05-06,Delhi,Delhi,diesel,80.73,68.62,73.64
60,2021-05-06,Delhi,Delhi,petrol,90.4,68.62,73.64
64,2021-05-06,Chennai,Tamil Nadu,petrol,92.43,68.62,73.64
66,2021-05-06,Kolkata,West Bengal,petrol,90.62,68.62,73.64
78,2021-05-07,Kolkata,West Bengal,petrol,90.62,68.73,73.27
83,2021-05-07,Lucknow,Uttar Pradesh,diesel,80.94,68.73,73.27
82,2021-05-07,Lucknow,Uttar Pradesh,petrol,88.56,68.73,73.27
81,2021-05-07,Bengaluru,Karnataka,diesel,85.6,68.73,73.27
80,2021-05-07,Bengaluru,Karnataka,petrol,93.43,68.73,73.27
79,2021-05-07,Kolkata,West Bengal,diesel,83.61,68.73,73.27
77,2021-05-07,Chennai,Tamil Nadu,diesel,85.75,68.73,73.27
75,2021-05-07,Mumbai,Maharashtra,diesel,87.81,68.73,73.27
74,2021-05-07,Mumbai,Maharashtra,petrol,96.83,68.73,73.27
73,2021-05-07,Delhi,Delhi,diesel,80.73,68.73,73.27
72,2021-05-07,Delhi,Delhi,petrol,90.4,68.73,73.27
76,2021-05-07,Chennai,Tamil Nadu,petrol,92.43,68.73,73.27
95,2021-05-08,Lucknow,Uttar Pradesh,diesel,80.94,68.73,73.27
94,2021-05-08,Lucknow,Uttar Pradesh,petrol,88.56,68.73,73.27
93,2021-05-08,Bengaluru,Karnataka,diesel,85.6,68.73,73.27
92,2021-05-08,Bengaluru,Karnataka,petrol,93.43,68.73,73.27
91,2021-05-08,Kolkata,West Bengal,diesel,83.61,68.73,73.27
90,2021-05-08,Kolkata,West Bengal,petrol,90.62,68.73,73.27
89,2021-05-08,Chennai,Tamil Nadu,diesel,85.75,68.73,73.27
87,2021-05-08,Mumbai,Maharashtra,diesel,87.81,68.73,73.27
86,2021-05-08,Mumbai,Maharashtra,petrol,96.83,68.73,73.27
85,2021-05-08,Delhi,Delhi,diesel,80.73,68.73,73.27
84,2021-05-08,Delhi,Delhi,petrol,90.4,68.73,73.27
88,2021-05-08,Chennai,Tamil Nadu,petrol,92.43,68.73,73.27
103,2021-05-09,Kolkata,West Bengal,diesel,83.61,68.73,73.27
107,2021-05-09,Lucknow,Uttar Pradesh,diesel,80.94,68.73,73.27
106,2021-05-09,Lucknow,Uttar Pradesh,petrol,88.56,68.73,73.27
105,2021-05-09,Bengaluru,Karnataka,diesel,85.6,68.73,73.27
102,2021-05-09,Kolkata,West Bengal,petrol,90.62,68.73,73.27
104,2021-05-09,Bengaluru,Karnataka,petrol,93.43,68.73,73.27
100,2021-05-09,Chennai,Tamil Nadu,petrol,92.43,68.73,73.27
99,2021-05-09,Mumbai,Maharashtra,diesel,87.81,68.73,73.27
101,2021-05-09,Chennai,Tamil Nadu,diesel,85.75,68.73,73.27
98,2021-05-09,Mumbai,Maharashtra,petrol,96.83,68.73,73.27
97,2021-05-09,Delhi,Delhi,diesel,80.73,68.73,73.27
96,2021-05-09,Delhi,Delhi,petrol,90.4,68.73,73.27
119,2021-05-10,Lucknow,Uttar Pradesh,diesel,80.94,68.61,73.41
118,2021-05-10,Lucknow,Uttar Pradesh,petrol,88.56,68.61,73.41
117,2021-05-10,Bengaluru,Karnataka,diesel,85.6,68.61,73.41
116,2021-05-10,Bengaluru,Karnataka,petrol,93.43,68.61,73.41
115,2021-05-10,Kolkata,West Bengal,diesel,83.61,68.61,73.41
114,2021-05-10,Kolkata,West Bengal,petrol,90.62,68.61,73.41
113,2021-05-10,Chennai,Tamil Nadu,diesel,85.75,68.61,73.41
112,2021-05-10,Chennai,Tamil Nadu,petrol,92.43,68.61,73.41
111,2021-05-10,Mumbai,Maharashtra,diesel,87.81,68.61,73.41
110,2021-05-10,Mumbai,Maharashtra,petrol,96.83,68.61,73.41
109,2021-05-10,Delhi,Delhi,diesel,80.73,68.61,73.41
108,2021-05-10,Delhi,Delhi,petrol,90.4,68.61,73.41
131,2021-05-11,Lucknow,Uttar Pradesh,diesel,80.94,68.83,73.39
130,2021-05-11,Lucknow,Uttar Pradesh,petrol,88.56,68.83,73.39
129,2021-05-11,Bengaluru,Karnataka,diesel,85.6,68.83,73.39
128,2021-05-11,Bengaluru,Karnataka,petrol,93.43,68.83,73.39
127,2021-05-11,Kolkata,West Bengal,diesel,83.61,68.83,73.39
126,2021-05-11,Kolkata,West Bengal,petrol,90.62,68.83,73.39
125,2021-05-11,Chennai,Tamil Nadu,diesel,85.75,68.83,73.39
124,2021-05-11,Chennai,Tamil Nadu,petrol,92.43,68.83,73.39
123,2021-05-11,Mumbai,Maharashtra,diesel,87.81,68.83,73.39
122,2021-05-11,Mumbai,Maharashtra,petrol,96.83,68.83,73.39
121,2021-05-11,Delhi,Delhi,diesel,80.73,68.83,73.39
120,2021-05-11,Delhi,Delhi,petrol,90.4,68.83,73.39
143,2021-05-12,Lucknow,Uttar Pradesh,diesel,80.94,69.62,73.53
142,2021-05-12,Lucknow,Uttar Pradesh,petrol,88.56,69.62,73.53
141,2021-05-12,Bengaluru,Karnataka,diesel,85.6,69.62,73.53
140,2021-05-12,Bengaluru,Karnataka,petrol,93.43,69.62,73.53
139,2021-05-12,Kolkata,West Bengal,diesel,83.61,69.62,73.53
138,2021-05-12,Kolkata,West Bengal,petrol,90.62,69.62,73.53
137,2021-05-12,Chennai,Tamil Nadu,diesel,85.75,69.62,73.53
136,2021-05-12,Chennai,Tamil Nadu,petrol,92.43,69.62,73.53
135,2021-05-12,Mumbai,Maharashtra,diesel,87.81,69.62,73.53
134,2021-05-12,Mumbai,Maharashtra,petrol,96.83,69.62,73.53
133,2021-05-12,Delhi,Delhi,diesel,80.73,69.62,73.53
132,2021-05-12,Delhi,Delhi,petrol,90.4,69.62,73.53
154,2021-05-13,Lucknow,Uttar Pradesh,petrol,88.56,67.36,73.48
153,2021-05-13,Bengaluru,Karnataka,diesel,85.6,67.36,73.48
152,2021-05-13,Bengaluru,Karnataka,petrol,93.43,67.36,73.48
151,2021-05-13,Kolkata,West Bengal,diesel,83.61,67.36,73.48
150,2021-05-13,Kolkata,West Bengal,petrol,90.62,67.36,73.48
155,2021-05-13,Lucknow,Uttar Pradesh,diesel,80.94,67.36,73.48
148,2021-05-13,Chennai,Tamil Nadu,petrol,92.43,67.36,73.48
147,2021-05-13,Mumbai,Maharashtra,diesel,87.81,67.36,73.48
146,2021-05-13,Mumbai,Maharashtra,petrol,96.83,67.36,73.48
145,2021-05-13,Delhi,Delhi,diesel,80.73,67.36,73.48
144,2021-05-13,Delhi,Delhi,petrol,90.4,67.36,73.48
149,2021-05-13,Chennai,Tamil Nadu,diesel,85.75,67.36,73.48
167,2021-05-14,Lucknow,Uttar Pradesh,diesel,80.94,69.24,73.23
166,2021-05-14,Lucknow,Uttar Pradesh,petrol,88.56,69.24,73.23
165,2021-05-14,Bengaluru,Karnataka,diesel,85.6,69.24,73.23
164,2021-05-14,Bengaluru,Karnataka,petrol,93.43,69.24,73.23
163,2021-05-14,Kolkata,West Bengal,diesel,83.61,69.24,73.23
162,2021-05-14,Kolkata,West Bengal,petrol,90.62,69.24,73.23
161,2021-05-14,Chennai,Tamil Nadu,diesel,85.75,69.24,73.23
160,2021-05-14,Chennai,Tamil Nadu,petrol,92.43,69.24,73.23
159,2021-05-14,Mumbai,Maharashtra,diesel,87.81,69.24,73.23
158,2021-05-14,Mumbai,Maharashtra,petrol,96.83,69.24,73.23
157,2021-05-14,Delhi,Delhi,diesel,80.73,69.24,73.23
156,2021-05-14,Delhi,Delhi,petrol,90.4,69.24,73.23
178,2021-05-15,Lucknow,Uttar Pradesh,petrol,88.56,69.24,73.23
177,2021-05-15,Bengaluru,Karnataka,diesel,85.6,69.24,73.23
176,2021-05-15,Bengaluru,Karnataka,petrol,93.43,69.24,73.23
175,2021-05-15,Kolkata,West Bengal,diesel,83.61,69.24,73.23
174,2021-05-15,Kolkata,West Bengal,petrol,90.62,69.24,73.23
179,2021-05-15,Lucknow,Uttar Pradesh,diesel,80.94,69.24,73.23
172,2021-05-15,Chennai,Tamil Nadu,petrol,92.43,69.24,73.23
171,2021-05-15,Mumbai,Maharashtra,diesel,87.81,69.24,73.23
170,2021-05-15,Mumbai,Maharashtra,petrol,96.83,69.24,73.23
169,2021-05-15,Delhi,Delhi,diesel,80.73,69.24,73.23
168,2021-05-15,Delhi,Delhi,petrol,90.4,69.24,73.23
173,2021-05-15,Chennai,Tamil Nadu,diesel,85.75,69.24,73.23
190,2021-05-16,Lucknow,Uttar Pradesh,petrol,88.56,69.24,73.23
189,2021-05-16,Bengaluru,Karnataka,diesel,85.6,69.24,73.23
188,2021-05-16,Bengaluru,Karnataka,petrol,93.43,69.24,73.23
187,2021-05-16,Kolkata,West Bengal,diesel,83.61,69.24,73.23
186,2021-05-16,Kolkata,West Bengal,petrol,90.62,69.24,73.23
191,2021-05-16,Lucknow,Uttar Pradesh,diesel,80.94,69.24,73.23
184,2021-05-16,Chennai,Tamil Nadu,petrol,92.43,69.24,73.23
183,2021-05-16,Mumbai,Maharashtra,diesel,87.81,69.24,73.23
182,2021-05-16,Mumbai,Maharashtra,petrol,96.83,69.24,73.23
181,2021-05-16,Delhi,Delhi,diesel,80.73,69.24,73.23
180,2021-05-16,Delhi,Delhi,petrol,90.4,69.24,73.23
185,2021-05-16,Chennai,Tamil Nadu,diesel,85.75,69.24,73.23
203,2021-05-17,Lucknow,Uttar Pradesh,diesel,80.94,69.62,73.3
202,2021-05-17,Lucknow,Uttar Pradesh,petrol,88.56,69.62,73.3
201,2021-05-17,Bengaluru,Karnataka,diesel,85.6,69.62,73.3
200,2021-05-17,Bengaluru,Karnataka,petrol,93.43,69.62,73.3
199,2021-05-17,Kolkata,West Bengal,diesel,83.61,69.62,73.3
198,2021-05-17,Kolkata,West Bengal,petrol,90.62,69.62,73.3
197,2021-05-17,Chennai,Tamil Nadu,diesel,85.75,69.62,73.3
195,2021-05-17,Mumbai,Maharashtra,diesel,87.81,69.62,73.3
194,2021-05-17,Mumbai,Maharashtra,petrol,96.83,69.62,73.3
193,2021-05-17,Delhi,Delhi,diesel,80.73,69.62,73.3
192,2021-05-17,Delhi,Delhi,petrol,90.4,69.62,73.3
196,2021-05-17,Chennai,Tamil Nadu,petrol,92.43,69.62,73.3
211,2021-05-18,Kolkata,West Bengal,diesel,83.61,69.01,73.04
215,2021-05-18,Lucknow,Uttar Pradesh,diesel,80.94,69.01,73.04
214,2021-05-18,Lucknow,Uttar Pradesh,petrol,88.56,69.01,73.04
213,2021-05-18,Bengaluru,Karnataka,diesel,85.6,69.01,73.04
212,2021-05-18,Bengaluru,Karnataka,petrol,93.43,69.01,73.04
210,2021-05-18,Kolkata,West Bengal,petrol,90.62,69.01,73.04
206,2021-05-18,Mumbai,Maharashtra,petrol,96.83,69.01,73.04
208,2021-05-18,Chennai,Tamil Nadu,petrol,92.43,69.01,73.04
207,2021-05-18,Mumbai,Maharashtra,diesel,87.81,69.01,73.04
209,2021-05-18,Chennai,Tamil Nadu,diesel,85.75,69.01,73.04
205,2021-05-18,Delhi,Delhi,diesel,80.73,69.01,73.04
204,2021-05-18,Delhi,Delhi,petrol,90.4,69.01,73.04
227,2021-05-19,Lucknow,Uttar Pradesh,diesel,80.94,66.88,73.2
226,2021-05-19,Lucknow,Uttar Pradesh,petrol,88.56,66.88,73.2
225,2021-05-19,Bengaluru,Karnataka,diesel,85.6,66.88,73.2
224,2021-05-19,Bengaluru,Karnataka,petrol,93.43,66.88,73.2
223,2021-05-19,Kolkata,West Bengal,diesel,83.61,66.88,73.2
222,2021-05-19,Kolkata,West Bengal,petrol,90.62,66.88,73.2
220,2021-05-19,Chennai,Tamil Nadu,petrol,92.43,66.88,73.2
219,2021-05-19,Mumbai,Maharashtra,diesel,87.81,66.88,73.2
218,2021-05-19,Mumbai,Maharashtra,petrol,96.83,66.88,73.2
217,2021-05-19,Delhi,Delhi,diesel,80.73,66.88,73.2
216,2021-05-19,Delhi,Delhi,petrol,90.4,66.88,73.2
221,2021-05-19,Chennai,Tamil Nadu,diesel,85.75,66.88,73.2
235,2021-05-20,Kolkata,West Bengal,diesel,83.61,65.18,73.03
239,2021-05-20,Lucknow,Uttar Pradesh,diesel,80.94,65.18,73.03
238,2021-05-20,Lucknow,Uttar Pradesh,petrol,88.56,65.18,73.03
237,2021-05-20,Bengaluru,Karnataka,diesel,85.6,65.18,73.03
236,2021-05-20,Bengaluru,Karnataka,petrol,93.43,65.18,73.03
234,2021-05-20,Kolkata,West Bengal,petrol,90.62,65.18,73.03
228,2021-05-20,Delhi,Delhi,petrol,90.4,65.18,73.03
232,2021-05-20,Chennai,Tamil Nadu,petrol,92.43,65.18,73.03
231,2021-05-20,Mumbai,Maharashtra,diesel,87.81,65.18,73.03
230,2021-05-20,Mumbai,Maharashtra,petrol,96.83,65.18,73.03
229,2021-05-20,Delhi,Delhi,diesel,80.73,65.18,73.03
233,2021-05-20,Chennai,Tamil Nadu,diesel,85.75,65.18,73.03
247,2021-05-21,Kolkata,West Bengal,diesel,83.61,66.72,72.82
251,2021-05-21,Lucknow,Uttar Pradesh,diesel,80.94,66.72,72.82
250,2021-05-21,Lucknow,Uttar Pradesh,petrol,88.56,66.72,72.82
249,2021-05-21,Bengaluru,Karnataka,diesel,85.6,66.72,72.82
248,2021-05-21,Bengaluru,Karnataka,petrol,93.43,66.72,72.82
246,2021-05-21,Kolkata,West Bengal,petrol,90.62,66.72,72.82
240,2021-05-21,Delhi,Delhi,petrol,90.4,66.72,72.82
244,2021-05-21,Chennai,Tamil Nadu,petrol,92.43,66.72,72.82
243,2021-05-21,Mumbai,Maharashtra,diesel,87.81,66.72,72.82
242,2021-05-21,Mumbai,Maharashtra,petrol,96.83,66.72,72.82
241,2021-05-21,Delhi,Delhi,diesel,80.73,66.72,72.82
245,2021-05-21,Chennai,Tamil Nadu,diesel,85.75,66.72,72.82
263,2021-05-22,Lucknow,Uttar Pradesh,diesel,80.94,66.72,72.82
262,2021-05-22,Lucknow,Uttar Pradesh,petrol,88.56,66.72,72.82
261,2021-05-22,Bengaluru,Karnataka,diesel,85.6,66.72,72.82
260,2021-05-22,Bengaluru,Karnataka,petrol,93.43,66.72,72.82
259,2021-05-22,Kolkata,West Bengal,diesel,83.61,66.72,72.82
258,2021-05-22,Kolkata,West Bengal,petrol,90.62,66.72,72.82
256,2021-05-22,Chennai,Tamil Nadu,petrol,92.43,66.72,72.82
255,2021-05-22,Mumbai,Maharashtra,diesel,87.81,66.72,72.82
254,2021-05-22,Mumbai,Maharashtra,petrol,96.83,66.72,72.82
253,2021-05-22,Delhi,Delhi,diesel,80.73,66.72,72.82
252,2021-05-22,Delhi,Delhi,petrol,90.4,66.72,72.82
257,2021-05-22,Chennai,Tamil Nadu,diesel,85.75,66.72,72.82
271,2021-05-23,Kolkata,West Bengal,diesel,83.61,66.72,72.82
275,2021-05-23,Lucknow,Uttar Pradesh,diesel,80.94,66.72,72.82
274,2021-05-23,Lucknow,Uttar Pradesh,petrol,88.56,66.72,72.82
273,2021-05-23,Bengaluru,Karnataka,diesel,85.6,66.72,72.82
272,2021-05-23,Bengaluru,Karnataka,petrol,93.43,66.72,72.82
270,2021-05-23,Kolkata,West Bengal,petrol,90.62,66.72,72.82
264,2021-05-23,Delhi,Delhi,petrol,90.4,66.72,72.82
268,2021-05-23,Chennai,Tamil Nadu,petrol,92.43,66.72,72.82
265,2021-05-23,Delhi,Delhi,diesel,80.73,66.72,72.82
269,2021-05-23,Chennai,Tamil Nadu,diesel,85.75,66.72,72.82
267,2021-05-23,Mumbai,Maharashtra,diesel,87.81,66.72,72.82
266,2021-05-23,Mumbai,Maharashtra,petrol,96.83,66.72,72.82
287,2021-05-24,Lucknow,Uttar Pradesh,diesel,80.94,68.59,72.86
286,2021-05-24,Lucknow,Uttar Pradesh,petrol,88.56,68.59,72.86
285,2021-05-24,Bengaluru,Karnataka,diesel,85.6,68.59,72.86
284,2021-05-24,Bengaluru,Karnataka,petrol,93.43,68.59,72.86
282,2021-05-24,Kolkata,West Bengal,petrol,90.62,68.59,72.86
283,2021-05-24,Kolkata,West Bengal,diesel,83.61,68.59,72.86
280,2021-05-24,Chennai,Tamil Nadu,petrol,92.43,68.59,72.86
279,2021-05-24,Mumbai,Maharashtra,diesel,87.81,68.59,72.86
278,2021-05-24,Mumbai,Maharashtra,petrol,96.83,68.59,72.86
277,2021-05-24,Delhi,Delhi,diesel,80.73,68.59,72.86
276,2021-05-24,Delhi,Delhi,petrol,90.4,68.59,72.86
281,2021-05-24,Chennai,Tamil Nadu,diesel,85.75,68.59,72.86
299,2021-05-25,Lucknow,Uttar Pradesh,diesel,80.94,68.8,72.78
298,2021-05-25,Lucknow,Uttar Pradesh,petrol,88.56,68.8,72.78
297,2021-05-25,Bengaluru,Karnataka,diesel,85.6,68.8,72.78
296,2021-05-25,Bengaluru,Karnataka,petrol,93.43,68.8,72.78
295,2021-05-25,Kolkata,West Bengal,diesel,83.61,68.8,72.78
294,2021-05-25,Kolkata,West Bengal,petrol,90.62,68.8,72.78
292,2021-05-25,Chennai,Tamil Nadu,petrol,92.43,68.8,72.78
291,2021-05-25,Mumbai,Maharashtra,diesel,87.81,68.8,72.78
290,2021-05-25,Mumbai,Maharashtra,petrol,96.83,68.8,72.78
289,2021-05-25,Delhi,Delhi,diesel,80.73,68.8,72.78
288,2021-05-25,Delhi,Delhi,petrol,90.4,68.8,72.78
293,2021-05-25,Chennai,Tamil Nadu,diesel,85.75,68.8,72.78
311,2021-05-26,Lucknow,Uttar Pradesh,diesel,80.94,68.93,72.71
310,2021-05-26,Lucknow,Uttar Pradesh,petrol,88.56,68.93,72.71
309,2021-05-26,Bengaluru,Karnataka,diesel,85.6,68.93,72.71
308,2021-05-26,Bengaluru,Karnataka,petrol,93.43,68.93,72.71
307,2021-05-26,Kolkata,West Bengal,diesel,83.61,68.93,72.71
306,2021-05-26,Kolkata,West Bengal,petrol,90.62,68.93,72.71
305,2021-05-26,Chennai,Tamil Nadu,diesel,85.75,68.93,72.71
303,2021-05-26,Mumbai,Maharashtra,diesel,87.81,68.93,72.71
302,2021-05-26,Mumbai,Maharashtra,petrol,96.83,68.93,72.71
301,2021-05-26,Delhi,Delhi,diesel,80.73,68.93,72.71
300,2021-05-26,Delhi,Delhi,petrol,90.4,68.93,72.71
304,2021-05-26,Chennai,Tamil Nadu,petrol,92.43,68.93,72.71
319,2021-05-27,Kolkata,West Bengal,diesel,83.61,69.43,72.59
323,2021-05-27,Lucknow,Uttar Pradesh,diesel,80.94,69.43,72.59
322,2021-05-27,Lucknow,Uttar Pradesh,petrol,88.56,69.43,72.59
321,2021-05-27,Bengaluru,Karnataka,diesel,85.6,69.43,72.59
320,2021-05-27,Bengaluru,Karnataka,petrol,93.43,69.43,72.59
318,2021-05-27,Kolkata,West Bengal,petrol,90.62,69.43,72.59
312,2021-05-27,Delhi,Delhi,petrol,90.4,69.43,72.59
316,2021-05-27,Chennai,Tamil Nadu,petrol,92.43,69.43,72.59
313,2021-05-27,Delhi,Delhi,diesel,80.73,69.43,72.59
317,2021-05-27,Chennai,Tamil Nadu,diesel,85.75,69.43,72.59
315,2021-05-27,Mumbai,Maharashtra,diesel,87.81,69.43,72.59
314,2021-05-27,Mumbai,Maharashtra,petrol,96.83,69.43,72.59
335,2021-05-28,Lucknow,Uttar Pradesh,diesel,80.94,69.36,72.42
334,2021-05-28,Lucknow,Uttar Pradesh,petrol,88.56,69.36,72.42
333,2021-05-28,Bengaluru,Karnataka,diesel,85.6,69.36,72.42
332,2021-05-28,Bengaluru,Karnataka,petrol,93.43,69.36,72.42
330,2021-05-28,Kolkata,West Bengal,petrol,90.62,69.36,72.42
331,2021-05-28,Kolkata,West Bengal,diesel,83.61,69.36,72.42
328,2021-05-28,Chennai,Tamil Nadu,petrol,92.43,69.36,72.42
327,2021-05-28,Mumbai,Maharashtra,diesel,87.81,69.36,72.42
326,2021-05-28,Mumbai,Maharashtra,petrol,96.83,69.36,72.42
325,2021-05-28,Delhi,Delhi,diesel,80.73,69.36,72.42
324,2021-05-28,Delhi,Delhi,petrol,90.4,69.36,72.42
329,2021-05-28,Chennai,Tamil Nadu,diesel,85.75,69.36,72.42
347,2021-05-29,Lucknow,Uttar Pradesh,diesel,80.94,69.36,72.42
346,2021-05-29,Lucknow,Uttar Pradesh,petrol,88.56,69.36,72.42
345,2021-05-29,Bengaluru,Karnataka,diesel,85.6,69.36,72.42
344,2021-05-29,Bengaluru,Karnataka,petrol,93.43,69.36,72.42
342,2021-05-29,Kolkata,West Bengal,petrol,90.62,69.36,72.42
343,2021-05-29,Kolkata,West Bengal,diesel,83.61,69.36,72.42
340,2021-05-29,Chennai,Tamil Nadu,petrol,92.43,69.36,72.42
336,2021-05-29,Delhi,Delhi,petrol,90.4,69.36,72.42
337,2021-05-29,Delhi,Delhi,diesel,80.73,69.36,72.42
341,2021-05-29,Chennai,Tamil Nadu,diesel,85.75,69.36,72.42
339,2021-05-29,Mumbai,Maharashtra,diesel,87.81,69.36,72.42
338,2021-05-29,Mumbai,Maharashtra,petrol,96.83,69.36,72.42
359,2021-05-30,Lucknow,Uttar Pradesh,diesel,80.94,69.36,72.42
358,2021-05-30,Lucknow,Uttar Pradesh,petrol,88.56,69.36,72.42
357,2021-05-30,Bengaluru,Karnataka,diesel,85.6,69.36,72.42
356,2021-05-30,Bengaluru,Karnataka,petrol,93.43,69.36,72.42
354,2021-05-30,Kolkata,West Bengal,petrol,90.62,69.36,72.42
355,2021-05-30,Kolkata,West Bengal,diesel,83.61,69.36,72.42
352,2021-05-30,Chennai,Tamil Nadu,petrol,92.43,69.36,72.42
351,2021-05-30,Mumbai,Maharashtra,diesel,87.81,69.36,72.42
350,2021-05-30,Mumbai,Maharashtra,petrol,96.83,69.36,72.42
349,2021-05-30,Delhi,Delhi,diesel,80.73,69.36,72.42
348,2021-05-30,Delhi,Delhi,petrol,90.4,69.36,72.42
353,2021-05-30,Chennai,Tamil Nadu,diesel,85.75,69.36,72.42
371,2021-05-31,Lucknow,Uttar Pradesh,diesel,80.94,69.36,72.42
370,2021-05-31,Lucknow,Uttar Pradesh,petrol,88.56,69.36,72.42
369,2021-05-31,Bengaluru,Karnataka,diesel,85.6,69.36,72.42
368,2021-05-31,Bengaluru,Karnataka,petrol,93.43,69.36,72.42
367,2021-05-31,Kolkata,West Bengal,diesel,83.61,69.36,72.42
366,2021-05-31,Kolkata,West Bengal,petrol,90.62,69.36,72.42
